train_loss,train_acc,test_loss,test_acc
0.44376118614051957,0.7861038510774465,0.38635697734760394,0.8182618437900122
0.4008504062833781,0.8094796778323055,0.34170718855497606,0.8484715108834846
0.3766341578236822,0.8243946020908929,0.3303513090327756,0.852492797695265
0.35257747836120085,0.837482664817586,0.3262222567322773,0.8564540653008984
